requirement_id,sprint,module,requirement_type,user_story,requirement_title,acceptance_criteria,acceptance_source
REQ-S5-CC-PAY-001,5,Checkout – Payment (Advanced),Functional,"As a customer, I want to provide payment details specific to my chosen payment method, so that my payment is processed correctly.",AC1 – Payment method selection,Given I am on the payment step Then a dropdown is displayed with options: - Bank Transfer - Cash on Delivery - Credit Card - Buy Now Pay Later - Gift Card,Sprint 5 User Stories — Checkout – Payment (Advanced) — AC1 – Payment method selection | https://testsmith-io.github.io/practice-software-testing/user-stories/v5.md | Application_Context.md §10
REQ-S5-CC-PAY-002,5,Checkout – Payment (Advanced),Functional,"As a customer, I want to provide payment details specific to my chosen payment method, so that my payment is processed correctly.",AC2 – Bank Transfer fields,"Given I select ""Bank Transfer"" Then these fields are displayed: - Bank name (required, letters and spaces only) - Account name (required, alphanumeric with spaces, periods, apostrophes, hyphens) - Account number (required, digits only)",Sprint 5 User Stories — Checkout – Payment (Advanced) — AC2 – Bank Transfer fields | https://testsmith-io.github.io/practice-software-testing/user-stories/v5.md | Application_Context.md §10
REQ-S5-CC-PAY-003,5,Checkout – Payment (Advanced),Functional,"As a customer, I want to provide payment details specific to my chosen payment method, so that my payment is processed correctly.",AC3 – Credit Card fields,"Given I select ""Credit Card"" Then these fields are displayed: - Card number (format: XXXX-XXXX-XXXX-XXXX) - Expiration date (format: MM/YYYY, must be a future date) - CVV (3 or 4 digits) - Card holder name (letters and spaces only)",Sprint 5 User Stories — Checkout – Payment (Advanced) — AC3 – Credit Card fields | https://testsmith-io.github.io/practice-software-testing/user-stories/v5.md | Application_Context.md §10
REQ-S5-CC-PAY-004,5,Checkout – Payment (Advanced),Functional,"As a customer, I want to provide payment details specific to my chosen payment method, so that my payment is processed correctly.",AC4 – Credit Card expiration validation,"Given I enter an expiration date in the past Then the error ""Expiration date must be in the future."" is displayed.",Sprint 5 User Stories — Checkout – Payment (Advanced) — AC4 – Credit Card expiration validation | https://testsmith-io.github.io/practice-software-testing/user-stories/v5.md | Application_Context.md §10
REQ-S5-CC-PAY-005,5,Checkout – Payment (Advanced),Functional,"As a customer, I want to provide payment details specific to my chosen payment method, so that my payment is processed correctly.",AC5 – Buy Now Pay Later,"Given I select ""Buy Now Pay Later"" Then a ""Monthly installments"" dropdown is displayed with options: 3, 6, 9, 12.",Sprint 5 User Stories — Checkout – Payment (Advanced) — AC5 – Buy Now Pay Later | https://testsmith-io.github.io/practice-software-testing/user-stories/v5.md | Application_Context.md §10
REQ-S5-CC-PAY-006,5,Checkout – Payment (Advanced),Functional,"As a customer, I want to provide payment details specific to my chosen payment method, so that my payment is processed correctly.",AC6 – Gift Card fields,"Given I select ""Gift Card"" Then these fields are displayed: - Gift card number (required, alphanumeric) - Validation code (required, alphanumeric)",Sprint 5 User Stories — Checkout – Payment (Advanced) — AC6 – Gift Card fields | https://testsmith-io.github.io/practice-software-testing/user-stories/v5.md | Application_Context.md §10
REQ-S5-CC-PAY-007,5,Checkout – Payment (Advanced),Functional,"As a customer, I want to provide payment details specific to my chosen payment method, so that my payment is processed correctly.",AC7 – Cash on Delivery,"Given I select ""Cash on Delivery"" Then no additional fields are required.",Sprint 5 User Stories — Checkout – Payment (Advanced) — AC7 – Cash on Delivery | https://testsmith-io.github.io/practice-software-testing/user-stories/v5.md | Application_Context.md §10
REQ-S5-CC-PAY-008,5,Checkout – Payment (Advanced),Functional,"As a customer, I want to provide payment details specific to my chosen payment method, so that my payment is processed correctly.",AC8 – Payment method change resets form,Given I switch to a different payment method Then the form resets and shows the new method's fields.,Sprint 5 User Stories — Checkout – Payment (Advanced) — AC8 – Payment method change resets form | https://testsmith-io.github.io/practice-software-testing/user-stories/v5.md | Application_Context.md §10
REQ-S5-CC-PAY-009,5,Checkout – Payment (Advanced),Functional,"As a customer, I want to provide payment details specific to my chosen payment method, so that my payment is processed correctly.",AC9 – Successful order,"Given valid payment details are provided When I click confirm Then the payment is validated, the order is placed, a confirmation with the invoice number is shown, and the cart is cleared And a checkout confirmation email is sent to the customer.",Sprint 5 User Stories — Checkout – Payment (Advanced) — AC9 – Successful order | https://testsmith-io.github.io/practice-software-testing/user-stories/v5.md | Application_Context.md §10
REQ-S5-REG-001,5,User Registration,Functional,"As a new visitor, I want to create an account with strong password validation and real-time feedback, so that I can securely access the application.",AC1 – Registration form fields,"Given the registration form is displayed Then the following required fields are shown: - First name - Last name - Date of birth (ISO format YYYY-MM-DD) - Street - Postal code (numeric) - City - State - Country (dropdown) - Phone (numeric only) - Email (max 256 characters, RFC-compliant format) - Password",Sprint 5 User Stories — User Registration — AC1 – Registration form fields | https://testsmith-io.github.io/practice-software-testing/user-stories/v5.md | Application_Context.md §10
REQ-S5-REG-002,5,User Registration,Functional,"As a new visitor, I want to create an account with strong password validation and real-time feedback, so that I can securely access the application.",AC2 – Password requirements displayed,Given the password input is focused Then a list of requirements is displayed: - at least 8 characters long - both uppercase and lowercase letters - at least one number - at least one special character,Sprint 5 User Stories — User Registration — AC2 – Password requirements displayed | https://testsmith-io.github.io/practice-software-testing/user-stories/v5.md | Application_Context.md §10
REQ-S5-REG-003,5,User Registration,Functional,"As a new visitor, I want to create an account with strong password validation and real-time feedback, so that I can securely access the application.",AC3 – Real-time password validation,Given I type in the password field Then the requirements update immediately to reflect which rules are fulfilled.,Sprint 5 User Stories — User Registration — AC3 – Real-time password validation | https://testsmith-io.github.io/practice-software-testing/user-stories/v5.md | Application_Context.md §10
REQ-S5-REG-004,5,User Registration,Functional,"As a new visitor, I want to create an account with strong password validation and real-time feedback, so that I can securely access the application.",AC4 – Password strength indicator,"Given I am entering a password Then a strength indicator is displayed with levels: - Weak (1 criterion met, 20% bar) - Moderate (2 criteria met, 40% bar) - Strong (3 criteria met, 60% bar) - Very Strong (4 criteria met, 80% bar) - Excellent (all criteria met, 100% bar)",Sprint 5 User Stories — User Registration — AC4 – Password strength indicator | https://testsmith-io.github.io/practice-software-testing/user-stories/v5.md | Application_Context.md §10
REQ-S5-REG-005,5,User Registration,Functional,"As a new visitor, I want to create an account with strong password validation and real-time feedback, so that I can securely access the application.",AC5 – Duplicate email,"Given the email is already registered Then the error ""Email is already in use."" is displayed.",Sprint 5 User Stories — User Registration — AC5 – Duplicate email | https://testsmith-io.github.io/practice-software-testing/user-stories/v5.md | Application_Context.md §10
REQ-S5-REG-006,5,User Registration,Functional,"As a new visitor, I want to create an account with strong password validation and real-time feedback, so that I can securely access the application.",AC6 – Successful registration,Given all fields are valid When I submit the form Then the account is created And a confirmation email is sent to the registered email address And I am redirected to the login page.,Sprint 5 User Stories — User Registration — AC6 – Successful registration | https://testsmith-io.github.io/practice-software-testing/user-stories/v5.md | Application_Context.md §10
REQ-S5-LOGIN-001,5,User Login,Functional,"As a registered user, I want to log in with my credentials or via social login, with support for two-factor authentication, so that I can securely access my account.",AC1 – Login form,"Given I navigate to the login page Then email and password fields are displayed And a ""Sign in with Google"" button is shown.",Sprint 5 User Stories — User Login — AC1 – Login form | https://testsmith-io.github.io/practice-software-testing/user-stories/v5.md | Application_Context.md §10
REQ-S5-LOGIN-002,5,User Login,Functional,"As a registered user, I want to log in with my credentials or via social login, with support for two-factor authentication, so that I can securely access my account.",AC2 – Successful login,"Given I enter valid credentials When I submit the form Then I am redirected based on my role: `/account` for users, `/admin/dashboard` for admins.",Sprint 5 User Stories — User Login — AC2 – Successful login | https://testsmith-io.github.io/practice-software-testing/user-stories/v5.md | Application_Context.md §10
REQ-S5-LOGIN-003,5,User Login,Functional,"As a registered user, I want to log in with my credentials or via social login, with support for two-factor authentication, so that I can securely access my account.",AC3 – Invalid credentials,"Given I enter incorrect credentials Then the error ""Invalid email or password"" is displayed.",Sprint 5 User Stories — User Login — AC3 – Invalid credentials | https://testsmith-io.github.io/practice-software-testing/user-stories/v5.md | Application_Context.md §10
REQ-S5-LOGIN-004,5,User Login,Functional,"As a registered user, I want to log in with my credentials or via social login, with support for two-factor authentication, so that I can securely access my account.",AC4 – Account locking,"Given I have entered incorrect credentials 3 times consecutively When I try to log in again Then the error ""Account locked, too many failed attempts. Please contact the administrator."" is displayed And the API returns HTTP 423.",Sprint 5 User Stories — User Login — AC4 – Account locking | https://testsmith-io.github.io/practice-software-testing/user-stories/v5.md | Application_Context.md §10
REQ-S5-LOGIN-005,5,User Login,Functional,"As a registered user, I want to log in with my credentials or via social login, with support for two-factor authentication, so that I can securely access my account.",AC5 – Admin accounts are exempt from locking,Given I am logging in as an admin Then the account is never locked regardless of failed attempts.,Sprint 5 User Stories — User Login — AC5 – Admin accounts are exempt from locking | https://testsmith-io.github.io/practice-software-testing/user-stories/v5.md | Application_Context.md §10
REQ-S5-LOGIN-006,5,User Login,Functional,"As a registered user, I want to log in with my credentials or via social login, with support for two-factor authentication, so that I can securely access my account.",AC6 – Disabled account,"Given my account has been disabled by an administrator When I try to log in with valid credentials Then the error ""Account disabled."" is displayed And I am not authenticated.",Sprint 5 User Stories — User Login — AC6 – Disabled account | https://testsmith-io.github.io/practice-software-testing/user-stories/v5.md | Application_Context.md §10
REQ-S5-LOGIN-007,5,User Login,Functional,"As a registered user, I want to log in with my credentials or via social login, with support for two-factor authentication, so that I can securely access my account.",AC7 – TOTP prompt,Given I have TOTP enabled on my account When I submit valid email and password Then a 6-digit TOTP input field is displayed.,Sprint 5 User Stories — User Login — AC7 – TOTP prompt | https://testsmith-io.github.io/practice-software-testing/user-stories/v5.md | Application_Context.md §10
REQ-S5-LOGIN-008,5,User Login,Functional,"As a registered user, I want to log in with my credentials or via social login, with support for two-factor authentication, so that I can securely access my account.",AC8 – Valid TOTP code,Given I enter a valid TOTP code Then I am fully authenticated and redirected.,Sprint 5 User Stories — User Login — AC8 – Valid TOTP code | https://testsmith-io.github.io/practice-software-testing/user-stories/v5.md | Application_Context.md §10
REQ-S5-LOGIN-009,5,User Login,Functional,"As a registered user, I want to log in with my credentials or via social login, with support for two-factor authentication, so that I can securely access my account.",AC9 – Invalid TOTP code,"Given I enter an incorrect TOTP code Then the error ""Invalid TOTP"" is displayed.",Sprint 5 User Stories — User Login — AC9 – Invalid TOTP code | https://testsmith-io.github.io/practice-software-testing/user-stories/v5.md | Application_Context.md §10
REQ-S5-LOGIN-010,5,User Login,Functional,"As a registered user, I want to log in with my credentials or via social login, with support for two-factor authentication, so that I can securely access my account.",AC10 – Google social login,"Given I click ""Sign in with Google"" Then a popup (500x400px) opens for Google authentication And on success, I am logged in and redirected to my account.",Sprint 5 User Stories — User Login — AC10 – Google social login | https://testsmith-io.github.io/practice-software-testing/user-stories/v5.md | Application_Context.md §10
REQ-S5-FP-001,5,Forgot Password,Functional,"As a registered user who has forgotten their password, I want to request a password reset by providing my email, so that I can regain access to my account.",AC1 – Forgot password form,"Given I click ""Forgot password"" on the login page Then a form with an email input is displayed.",Sprint 5 User Stories — Forgot Password — AC1 – Forgot password form | https://testsmith-io.github.io/practice-software-testing/user-stories/v5.md | Application_Context.md §10
REQ-S5-FP-002,5,Forgot Password,Functional,"As a registered user who has forgotten their password, I want to request a password reset by providing my email, so that I can regain access to my account.",AC2 – Email validation,Given I enter an email address Then it must match a valid RFC-compliant format.,Sprint 5 User Stories — Forgot Password — AC2 – Email validation | https://testsmith-io.github.io/practice-software-testing/user-stories/v5.md | Application_Context.md §10
REQ-S5-FP-003,5,Forgot Password,Functional,"As a registered user who has forgotten their password, I want to request a password reset by providing my email, so that I can regain access to my account.",AC3 – Successful reset,Given I enter a registered email When I submit the form Then a new password is generated and sent to my email address And a confirmation message is displayed and fades out after 3 seconds.,Sprint 5 User Stories — Forgot Password — AC3 – Successful reset | https://testsmith-io.github.io/practice-software-testing/user-stories/v5.md | Application_Context.md §10
REQ-S5-FP-004,5,Forgot Password,Functional,"As a registered user who has forgotten their password, I want to request a password reset by providing my email, so that I can regain access to my account.",AC4 – Non-existent email,Given I enter an unregistered email When I submit the form Then an error message is displayed.,Sprint 5 User Stories — Forgot Password — AC4 – Non-existent email | https://testsmith-io.github.io/practice-software-testing/user-stories/v5.md | Application_Context.md §10
REQ-S5-TOTP-001,5,Two-Factor Authentication Setup,Functional,"As an authenticated user, I want to set up TOTP two-factor authentication, so that my account is protected with an additional security layer.",AC1 – TOTP setup section,"Given I am on my profile page Then a ""Setup two factor authentication"" section is displayed.",Sprint 5 User Stories — Two-Factor Authentication Setup — AC1 – TOTP setup section | https://testsmith-io.github.io/practice-software-testing/user-stories/v5.md | Application_Context.md §10
REQ-S5-TOTP-002,5,Two-Factor Authentication Setup,Functional,"As an authenticated user, I want to set up TOTP two-factor authentication, so that my account is protected with an additional security layer.",AC2 – QR code displayed,Given the TOTP setup section is shown Then a QR code is displayed that I can scan with my authenticator app.,Sprint 5 User Stories — Two-Factor Authentication Setup — AC2 – QR code displayed | https://testsmith-io.github.io/practice-software-testing/user-stories/v5.md | Application_Context.md §10
REQ-S5-TOTP-003,5,Two-Factor Authentication Setup,Functional,"As an authenticated user, I want to set up TOTP two-factor authentication, so that my account is protected with an additional security layer.",AC3 – Manual secret entry,Given the TOTP setup section is shown Then the secret key is also displayed as text for manual entry.,Sprint 5 User Stories — Two-Factor Authentication Setup — AC3 – Manual secret entry | https://testsmith-io.github.io/practice-software-testing/user-stories/v5.md | Application_Context.md §10
REQ-S5-TOTP-004,5,Two-Factor Authentication Setup,Functional,"As an authenticated user, I want to set up TOTP two-factor authentication, so that my account is protected with an additional security layer.",AC4 – Verification,"Given I enter a valid 6-digit code from my authenticator app When I click ""Verify TOTP"" Then the message ""TOTP verified and enabled successfully."" is displayed.",Sprint 5 User Stories — Two-Factor Authentication Setup — AC4 – Verification | https://testsmith-io.github.io/practice-software-testing/user-stories/v5.md | Application_Context.md §10
REQ-S5-TOTP-005,5,Two-Factor Authentication Setup,Functional,"As an authenticated user, I want to set up TOTP two-factor authentication, so that my account is protected with an additional security layer.",AC5 – Invalid code,Given I enter an incorrect code Then an error message is displayed.,Sprint 5 User Stories — Two-Factor Authentication Setup — AC5 – Invalid code | https://testsmith-io.github.io/practice-software-testing/user-stories/v5.md | Application_Context.md §10
REQ-S5-TOTP-006,5,Two-Factor Authentication Setup,Functional,"As an authenticated user, I want to set up TOTP two-factor authentication, so that my account is protected with an additional security layer.",AC6 – Restricted for test accounts,"Given I am logged in as customer@practicesoftwaretesting.com or admin@practicesoftwaretesting.com Then TOTP setup is denied with ""Access denied: If you want to configure TOTP, please create your own account.""",Sprint 5 User Stories — Two-Factor Authentication Setup — AC6 – Restricted for test accounts | https://testsmith-io.github.io/practice-software-testing/user-stories/v5.md | Application_Context.md §10
REQ-S5-PROF-001,5,Customer Profile,Functional,"As an authenticated user, I want to view and update my personal information, so that my account details are accurate.",AC1 – Profile page is accessible,Given I am logged in When I navigate to my profile page Then my current profile information is displayed.,Sprint 5 User Stories — Customer Profile — AC1 – Profile page is accessible | https://testsmith-io.github.io/practice-software-testing/user-stories/v5.md | Application_Context.md §10
REQ-S5-PROF-002,5,Customer Profile,Functional,"As an authenticated user, I want to view and update my personal information, so that my account details are accurate.",AC2 – Editable fields,Given the profile page is displayed Then I can edit: - First name (required) - Last name (required) - Phone (required) - Street (required) - Postal code (required) - City (required) - State (required) - Country (required),Sprint 5 User Stories — Customer Profile — AC2 – Editable fields | https://testsmith-io.github.io/practice-software-testing/user-stories/v5.md | Application_Context.md §10
REQ-S5-PROF-003,5,Customer Profile,Functional,"As an authenticated user, I want to view and update my personal information, so that my account details are accurate.",AC3 – Read-only email,Given the profile page is displayed Then the email field is not editable.,Sprint 5 User Stories — Customer Profile — AC3 – Read-only email | https://testsmith-io.github.io/practice-software-testing/user-stories/v5.md | Application_Context.md §10
REQ-S5-PROF-004,5,Customer Profile,Functional,"As an authenticated user, I want to view and update my personal information, so that my account details are accurate.",AC4 – Successful update,Given I modify profile fields with valid data When I save Then a success message is displayed and fades out after 5 seconds.,Sprint 5 User Stories — Customer Profile — AC4 – Successful update | https://testsmith-io.github.io/practice-software-testing/user-stories/v5.md | Application_Context.md §10
REQ-S5-CPWD-001,5,Change Password,Functional,"As an authenticated user, I want to change my password with real-time strength feedback, so that I can maintain strong account security.",AC1 – Change password form,Given I am on my profile page Then a change password section is displayed with: - Current password (required) - New password (required) - Confirm new password (required),Sprint 5 User Stories — Change Password — AC1 – Change password form | https://testsmith-io.github.io/practice-software-testing/user-stories/v5.md | Application_Context.md §10
REQ-S5-CPWD-002,5,Change Password,Functional,"As an authenticated user, I want to change my password with real-time strength feedback, so that I can maintain strong account security.",AC2 – Password strength indicator,Given I enter a new password Then the same password strength indicator as registration is displayed With the same 5 strength levels and visual progress bar.,Sprint 5 User Stories — Change Password — AC2 – Password strength indicator | https://testsmith-io.github.io/practice-software-testing/user-stories/v5.md | Application_Context.md §10
REQ-S5-CPWD-003,5,Change Password,Functional,"As an authenticated user, I want to change my password with real-time strength feedback, so that I can maintain strong account security.",AC3 – Passwords must match,"Given the new password and confirmation do not match Then the error ""Passwords do not match."" is displayed.",Sprint 5 User Stories — Change Password — AC3 – Passwords must match | https://testsmith-io.github.io/practice-software-testing/user-stories/v5.md | Application_Context.md §10
REQ-S5-CPWD-004,5,Change Password,Functional,"As an authenticated user, I want to change my password with real-time strength feedback, so that I can maintain strong account security.",AC4 – Current password verification,"Given I enter an incorrect current password When I submit the form Then the error ""Your current password does not matches with the password."" is displayed.",Sprint 5 User Stories — Change Password — AC4 – Current password verification | https://testsmith-io.github.io/practice-software-testing/user-stories/v5.md | Application_Context.md §10
REQ-S5-CPWD-005,5,Change Password,Functional,"As an authenticated user, I want to change my password with real-time strength feedback, so that I can maintain strong account security.",AC5 – New password must differ,"Given I enter a new password identical to the current one When I submit the form Then the error ""New Password cannot be same as your current password."" is displayed.",Sprint 5 User Stories — Change Password — AC5 – New password must differ | https://testsmith-io.github.io/practice-software-testing/user-stories/v5.md | Application_Context.md §10
REQ-S5-CPWD-006,5,Change Password,Functional,"As an authenticated user, I want to change my password with real-time strength feedback, so that I can maintain strong account security.",AC6 – Successful change,Given I provide a valid current password and a new password that matches the confirmation When I submit the form Then a success message is displayed And I am logged out after 5 seconds.,Sprint 5 User Stories — Change Password — AC6 – Successful change | https://testsmith-io.github.io/practice-software-testing/user-stories/v5.md | Application_Context.md §10
REQ-S5-FAV-001,5,Favorites,Functional,"As an authenticated user, I want to view and manage my list of favorite products, so that I can quickly access products I'm interested in.",AC1 – Favorites page,"Given I am logged in When I navigate to my favorites page Then a list of my favorite products is displayed showing image, name, and description (truncated to 250 characters).",Sprint 5 User Stories — Favorites — AC1 – Favorites page | https://testsmith-io.github.io/practice-software-testing/user-stories/v5.md | Application_Context.md §10
REQ-S5-FAV-002,5,Favorites,Functional,"As an authenticated user, I want to view and manage my list of favorite products, so that I can quickly access products I'm interested in.",AC2 – Empty favorites,Given I have no favorites Then a message indicating no favorites is displayed.,Sprint 5 User Stories — Favorites — AC2 – Empty favorites | https://testsmith-io.github.io/practice-software-testing/user-stories/v5.md | Application_Context.md §10
REQ-S5-FAV-003,5,Favorites,Functional,"As an authenticated user, I want to view and manage my list of favorite products, so that I can quickly access products I'm interested in.",AC3 – Remove a favorite,Given the favorites list is displayed When I click the delete button on a favorite Then the product is removed and the list refreshes.,Sprint 5 User Stories — Favorites — AC3 – Remove a favorite | https://testsmith-io.github.io/practice-software-testing/user-stories/v5.md | Application_Context.md §10
REQ-S5-INV-001,5,Invoices,Functional,"As an authenticated user, I want to view my invoices with discount details and download them as PDF, so that I can keep records of my purchases.",AC1 – Invoice list,"Given I am logged in When I navigate to my invoices page Then a paginated table is displayed with columns: invoice number, billing street, invoice date, total, and a details link.",Sprint 5 User Stories — Invoices — AC1 – Invoice list | https://testsmith-io.github.io/practice-software-testing/user-stories/v5.md | Application_Context.md §10
REQ-S5-INV-002,5,Invoices,Functional,"As an authenticated user, I want to view my invoices with discount details and download them as PDF, so that I can keep records of my purchases.",AC2 – Invoice detail,"Given I click on an invoice Then the detail page shows: - invoice number, date, and total - billing address (street, postal code, city, state, country) - payment method and details - product line items (quantity, name, price, line total)",Sprint 5 User Stories — Invoices — AC2 – Invoice detail | https://testsmith-io.github.io/practice-software-testing/user-stories/v5.md | Application_Context.md §10
REQ-S5-INV-003,5,Invoices,Functional,"As an authenticated user, I want to view my invoices with discount details and download them as PDF, so that I can keep records of my purchases.",AC3 – Non-existent invoice,"Given the invoice does not exist or does not belong to me Then a ""not found"" message is displayed.",Sprint 5 User Stories — Invoices — AC3 – Non-existent invoice | https://testsmith-io.github.io/practice-software-testing/user-stories/v5.md | Application_Context.md §10
REQ-S5-INV-004,5,Invoices,Functional,"As an authenticated user, I want to view my invoices with discount details and download them as PDF, so that I can keep records of my purchases.",AC4 – Discount on invoice,"Given the invoice has a discount Then the detail page shows the subtotal, discount percentage and amount, and final total.",Sprint 5 User Stories — Invoices — AC4 – Discount on invoice | https://testsmith-io.github.io/practice-software-testing/user-stories/v5.md | Application_Context.md §10
REQ-S5-INV-005,5,Invoices,Functional,"As an authenticated user, I want to view my invoices with discount details and download them as PDF, so that I can keep records of my purchases.",AC5 – Discounted line items,Given a line item has a discount Then the original price is shown with a strikethrough and the discounted price below.,Sprint 5 User Stories — Invoices — AC5 – Discounted line items | https://testsmith-io.github.io/practice-software-testing/user-stories/v5.md | Application_Context.md §10
REQ-S5-INV-006,5,Invoices,Functional,"As an authenticated user, I want to view my invoices with discount details and download them as PDF, so that I can keep records of my purchases.",AC6 – PDF download button,"Given I am on the invoice detail page Then a ""Download PDF"" button is displayed.",Sprint 5 User Stories — Invoices — AC6 – PDF download button | https://testsmith-io.github.io/practice-software-testing/user-stories/v5.md | Application_Context.md §10
REQ-S5-INV-007,5,Invoices,Functional,"As an authenticated user, I want to view my invoices with discount details and download them as PDF, so that I can keep records of my purchases.",AC7 – PDF generation status,Given the PDF is still being generated Then the download button is disabled And the system checks the status every 20 seconds.,Sprint 5 User Stories — Invoices — AC7 – PDF generation status | https://testsmith-io.github.io/practice-software-testing/user-stories/v5.md | Application_Context.md §10
REQ-S5-INV-008,5,Invoices,Functional,"As an authenticated user, I want to view my invoices with discount details and download them as PDF, so that I can keep records of my purchases.",AC8 – Successful PDF download,"Given the PDF generation is complete When I click ""Download PDF"" Then the PDF file is downloaded.",Sprint 5 User Stories — Invoices — AC8 – Successful PDF download | https://testsmith-io.github.io/practice-software-testing/user-stories/v5.md | Application_Context.md §10
REQ-S5-MSG-001,5,Messages,Functional,"As an authenticated user, I want to view my contact messages and reply to them, so that I can follow up on my inquiries.",AC1 – Messages list,"Given I am logged in When I navigate to my messages page Then a paginated table is displayed with columns: subject, message (truncated to 50 chars), status badge (NEW / IN_PROGRESS / RESOLVED), date, and a details link.",Sprint 5 User Stories — Messages — AC1 – Messages list | https://testsmith-io.github.io/practice-software-testing/user-stories/v5.md | Application_Context.md §10
REQ-S5-MSG-002,5,Messages,Functional,"As an authenticated user, I want to view my contact messages and reply to them, so that I can follow up on my inquiries.",AC2 – Message detail,"Given I click on a message Then the original message is displayed (sender, subject, status, full text, timestamp) And any replies are listed chronologically below.",Sprint 5 User Stories — Messages — AC2 – Message detail | https://testsmith-io.github.io/practice-software-testing/user-stories/v5.md | Application_Context.md §10
REQ-S5-MSG-003,5,Messages,Functional,"As an authenticated user, I want to view my contact messages and reply to them, so that I can follow up on my inquiries.",AC3 – Reply to message,Given I am on the message detail page When I enter a reply and submit Then the reply is added and the replies list is updated.,Sprint 5 User Stories — Messages — AC3 – Reply to message | https://testsmith-io.github.io/practice-software-testing/user-stories/v5.md | Application_Context.md §10
REQ-S5-CFA-001,5,Contact Form (Advanced),Functional,"As a visitor or logged-in user, I want to send a message through a contact form with optional file attachment, so that I can provide additional context with my inquiry.",AC1 – Auto-fill for logged-in users,"Given I am logged in Then my first name, last name, and email are auto-filled And the message ""Known user, [Full Name]"" is displayed And the name and email fields are hidden.",Sprint 5 User Stories — Contact Form (Advanced) — AC1 – Auto-fill for logged-in users | https://testsmith-io.github.io/practice-software-testing/user-stories/v5.md | Application_Context.md §10
REQ-S5-CFA-002,5,Contact Form (Advanced),Functional,"As a visitor or logged-in user, I want to send a message through a contact form with optional file attachment, so that I can provide additional context with my inquiry.",AC2 – Guest user fields,"Given I am not logged in Then first name, last name, and email fields are displayed and required.",Sprint 5 User Stories — Contact Form (Advanced) — AC2 – Guest user fields | https://testsmith-io.github.io/practice-software-testing/user-stories/v5.md | Application_Context.md §10
REQ-S5-CFA-003,5,Contact Form (Advanced),Functional,"As a visitor or logged-in user, I want to send a message through a contact form with optional file attachment, so that I can provide additional context with my inquiry.",AC3 – Subject and message,"Given the form is displayed Then a subject dropdown is shown with options: - Customer service - Webmaster - Return - Payments - Warranty - Status of order And a message field is shown (required, minimum 50 characters).",Sprint 5 User Stories — Contact Form (Advanced) — AC3 – Subject and message | https://testsmith-io.github.io/practice-software-testing/user-stories/v5.md | Application_Context.md §10
REQ-S5-CFA-004,5,Contact Form (Advanced),Functional,"As a visitor or logged-in user, I want to send a message through a contact form with optional file attachment, so that I can provide additional context with my inquiry.",AC4 – File attachment,Given the form is displayed Then an optional file attachment field is available And only `.txt` files are accepted And the file must be exactly 0 KB in size.,Sprint 5 User Stories — Contact Form (Advanced) — AC4 – File attachment | https://testsmith-io.github.io/practice-software-testing/user-stories/v5.md | Application_Context.md §10
REQ-S5-CFA-005,5,Contact Form (Advanced),Functional,"As a visitor or logged-in user, I want to send a message through a contact form with optional file attachment, so that I can provide additional context with my inquiry.",AC5 – Invalid file type,"Given I select a non-`.txt` file Then the error ""File should have a txt extension."" is displayed.",Sprint 5 User Stories — Contact Form (Advanced) — AC5 – Invalid file type | https://testsmith-io.github.io/practice-software-testing/user-stories/v5.md | Application_Context.md §10
REQ-S5-CFA-006,5,Contact Form (Advanced),Functional,"As a visitor or logged-in user, I want to send a message through a contact form with optional file attachment, so that I can provide additional context with my inquiry.",AC6 – Invalid file size,"Given I select a file that is not 0 KB Then the error ""File should be empty."" is displayed.",Sprint 5 User Stories — Contact Form (Advanced) — AC6 – Invalid file size | https://testsmith-io.github.io/practice-software-testing/user-stories/v5.md | Application_Context.md §10
REQ-S5-CFA-007,5,Contact Form (Advanced),Functional,"As a visitor or logged-in user, I want to send a message through a contact form with optional file attachment, so that I can provide additional context with my inquiry.",AC7 – Successful submission,Given all fields are valid When I submit the form Then a confirmation email is sent to the provided email address And a confirmation message is displayed.,Sprint 5 User Stories — Contact Form (Advanced) — AC7 – Successful submission | https://testsmith-io.github.io/practice-software-testing/user-stories/v5.md | Application_Context.md §10
REQ-S5-ADMIN-001,5,Admin Dashboard,Functional,"As an administrator, I want to access a dashboard and manage all entities, so that I can oversee and administer the application.",AC1 – Dashboard,Given I am logged in as an admin When I navigate to `/admin/dashboard` Then a bar chart of total sales by year and a paginated list of recent invoices are displayed.,Sprint 5 User Stories — Admin Dashboard — AC1 – Dashboard | https://testsmith-io.github.io/practice-software-testing/user-stories/v5.md | Application_Context.md §10
REQ-S5-ADMIN-002,5,Admin Dashboard,Functional,"As an administrator, I want to access a dashboard and manage all entities, so that I can oversee and administer the application.",AC2 – Product management,"Given I navigate to the products management page Then I can list, create, edit, and delete products.",Sprint 5 User Stories — Admin Dashboard — AC2 – Product management | https://testsmith-io.github.io/practice-software-testing/user-stories/v5.md | Application_Context.md §10
REQ-S5-ADMIN-003,5,Admin Dashboard,Functional,"As an administrator, I want to access a dashboard and manage all entities, so that I can oversee and administer the application.",AC3 – Category management,"Given I navigate to the categories management page Then I can list, create, edit, and delete categories (with optional parent category).",Sprint 5 User Stories — Admin Dashboard — AC3 – Category management | https://testsmith-io.github.io/practice-software-testing/user-stories/v5.md | Application_Context.md §10
